Gene	log2FC	P-value
FOXM1	3.556232631424264	1.62448E-12
CKAP2L	3.552565551095104	1.62459E-12
KIF18B	3.54963608076255	0
BUB1B	3.527132161829955	1.62448E-12
KYNU	3.5136195098488674	3.00093E-13
NUSAP1	3.4920332937161334	0
CDC45	3.490906160958084	1.62448E-12
ETV4	3.4871227780911918	0
ALG1L	3.485833630422233	1.62892E-12
CDKN2A	3.4649320783508712	1.22202E-12
DTL	3.458647673405002	1.62448E-12
CDH3	3.453205054065854	5.08726E-12
SKA3	3.4453731282422813	0
DEPDC1	3.4355076106000926	0
MCM2	3.4350206193434656	0
IL32	3.419960525611067	1.62437E-12
OIP5	3.414694617839228	0
MEST	3.4124987050071955	1.62437E-12
AURKA	3.4026128083404803	1.62448E-12
C1orf59	3.3938975708856542	0
CDCA3	3.390819454927139	1.62459E-12
LAMC2	3.3857228586716106	6.99441E-15
KIF23	3.385707097051829	0
ANLN	3.369813762130797	0
STIL	3.368472191920707	1.62437E-12
EPHB2	3.3661547427809997	8.20677E-12
HMMR	3.3655269270717096	1.62448E-12
RPL39L	3.361136518530702	1.62448E-12
KIFC1	3.3585269271298066	0
TP63	3.3576382357942145	1.2968E-10
RAD51AP1	3.3557572669257594	1.62459E-12
KIAA0101	3.3168980733579425	0
PLK1	3.316695759650422	0
GINS2	3.3159061957763467	0
GCNT3	3.310060549255675	6.4186E-09
SNX10	3.299958265935296	1.62448E-12
PBK	3.294392191132578	1.62437E-12
CDK1	3.28823129020415	1.62448E-12
CKS2	3.2771745093209987	0
MELK	3.275501943823129	1.62437E-12
CDT1	3.268072544060707	0
C1QTNF6	3.261558251612224	1.6247E-12
RECQL4	3.261509060321315	0
TTK	3.243419804468002	1.62437E-12
GTSE1	3.2419269520468363	4.44089E-16
DEPDC1B	3.2350025522272774	0
RAD51	3.227221560814038	0
MAD2L1	3.225181138222077	1.62437E-12
ECT2	3.2162398226791744	0
TNFRSF6B	3.1937365998634752	3.8891E-10
MFAP2	3.189297636445731	3.61489E-13
TYMP	3.1787412550288074	1.62459E-12
IQGAP3	3.1658830787986085	1.64635E-12
MKI67	3.165289966831246	0
GINS1	3.161376385128315	0
PRC1	3.159006170156373	0
CCNB1	3.1503301632311356	1.62448E-12
ORC6L	3.143865598395191	1.62448E-12
EPSTI1	3.1331933451082215	1.62448E-12
CDKN3	3.130129061482404	0
PVT1	3.1243320375531876	1.62448E-12
CDCA8	3.1165281491221917	0
TNFSF10	3.105433398157639	1.62437E-12
ASF1B	3.094730597531719	2.21489E-12
GRB7	3.085273436618612	2.2866E-05
CENPW	3.0786538435671327	1.62437E-12
KIF11	3.0716531333940296	0
CCNA2	3.067362123968392	1.62448E-12
NCAPG	3.059400114517775	0
PSMB9	3.053114236795135	1.62437E-12
CCNE1	3.0510239360073816	1.768E-10
STMN1	3.042199865649893	0
CDC25B	3.041701955605308	0
CHEK1	3.0312717466939842	1.62448E-12
RRM2	3.030937031507069	1.6184E-10
ARHGAP11A	3.014781458564489	0
HMGB3	3.0115764763365602	0
SPC25	3.01035010312189	2.27551E-12
UHRF1	3.0046611104985974	3.67484E-13
CENPE	2.992312485763887	0
CKS1B	2.9718756586541417	1.62437E-12
RUNX3	2.9701718323566606	1.62448E-12
NUDT1	2.960978700562624	1.62448E-12
TK1	2.9552620003769294	1.62437E-12
PTTG1	2.949576181179574	5.499E-10
NFE2L3	2.9492631305622026	1.62448E-12
IFIT3	2.9444145410110765	4.1289E-11
APOBEC3B	2.9430551685315525	1.7456E-12
CENPM	2.9258794591712785	2.98794E-12
KRT17	2.9188809127321114	5.9345E-05
TYMS	2.913520460979738	1.62736E-12
COL7A1	2.91066580812956	4.2905E-07
LOC541471	2.9003585109991246	1.6257E-12
MDK	2.8860509372529632	0
GDF15	2.871276496993051	2.5598E-08
FANCA	2.866508917412096	2.144E-11
RFC4	2.8657235508707006	0
TMEM45A	2.863211346902001	1.2526E-08
C16orf75	2.8629367683650684	1.62437E-12
CKAP2	2.8515437129393915	0
IL1B	2.847623197536749	7.4752E-09
MSL3L2	2.845544038342594	1.62448E-12
TACC3	2.8447141573549657	1.62448E-12
FCGR3A	2.8296758290165167	9.1892E-08
UBE2S	2.820136373633246	1.11022E-16
ANO1	2.8198476276602142	7.4745E-09
MCM4	2.8197839242741796	0
IFIT1	2.802550655943104	6.4015E-11
LMNB1	2.801003550794831	1.62448E-12
LY6E	2.7964680088586067	0
ETV7	2.793935969567193	0
RNASEH2A	2.7881998349688493	0
ESPN	2.785223319137081	3.2184E-08
TFRC	2.7797500297898856	0
FANCI	2.771467384965249	0
NFKBIL2	2.7686411569780844	1.62448E-12
DSCC1	2.7676957492222045	1.62437E-12
C9orf140	2.7661149480307397	4.71001E-12
NCRNA00152	2.7652701490147797	1.62448E-12
CENPK	2.762396440379547	6.6848E-10
COL1A1	2.759175114427597	2.3856E-07
RBP1	2.7486816530971656	5.97966E-12
HIST2H2AA3	2.7485161531261446	1.62448E-12
C12orf48	2.7483144016851746	0
SLC7A7	2.747869780927967	9.6002E-11
MARVELD3	2.744928436882211	1.62503E-12
PTK7	2.7416781873198897	1.62448E-12
KRT7	2.736939275778272	8.0856E-07
CCNF	2.7351021931354804	0
TRIB3	2.7179089733977406	1.76703E-12
FSCN1	2.7085015916215256	2.7069E-06
HIST2H4A	2.7011495802638703	1.62448E-12
PDZK1IP1	2.6851498214064247	7.49545E-12
EPCAM	2.681148674184837	1.4312E-11
TIMELESS	2.678935932241869	0
KPNA2	2.6652130196905848	0
C6orf150	2.6579260632727126	0
TAP1	2.6561042652969036	0
MCM7	2.639212233078549	1.62437E-12
PLEKHG4	2.634692927352704	0
WDR67	2.628831970337053	1.62448E-12
OAS2	2.616724001626768	1.62448E-12
C17orf37	2.6101790734417523	0.00012419
RCC1	2.6069351568700805	7.9127E-09
HIST1H2BK	2.6052722619105624	4.44089E-15
MLF1IP	2.595253224240867	1.40887E-13
IL2RG	2.592767628483776	3.23075E-14
C19orf21	2.590106315666021	2.32E-06
PRRX2	2.5826015680952903	2.3906E-11
PTGES	2.579944031048128	1.6494E-07
BRCA1	2.578727204291768	0
E2F1	2.5781896065933205	1.62448E-12
HELLS	2.574302536241206	3.0185E-10
TFAP2A	2.5724161323904946	3.3781E-06
USP18	2.566823189008548	1.62448E-12
RFC3	2.5625094775596717	1.62448E-12
PCNA	2.5573311499323452	0
PRIM1	2.5550312246522227	0
TNC	2.549813128492741	7.9306E-08
HIST1H2BD	2.5349136507567	1.62481E-12
HCP5	2.5336089055122284	0
FAM83A	2.52881987056403	0.000100427
FADD	2.524137931526942	1.62448E-12
CENPH	2.52341317416024	1.62437E-12
BAIAP2L2	2.521608887555852	4.2332E-07
KNTC1	2.5210044419845143	1.62448E-12
KIF20B	2.5125884630169466	0
UGT1A6	2.5125798534863772	5.4512E-09
CCDC34	2.511684993467215	1.62448E-12
TTYH3	2.506648187507995	1.389E-09
ATHL1	2.5060626129239005	1.88738E-14
HLA-F	2.497424386877125	1.62437E-12
CDCA4	2.4968109551835105	6.72495E-12
ATAD2	2.494244174502013	0
EZH2	2.4836473385404276	1.1513E-13
CHEK2	2.483613836892519	0
IFITM1	2.4829359758730236	1.1111E-09
CFB	2.4760292769587373	1.0601E-07
ECE2	2.459547666981961	1.4583E-11
MT1M	-2.387997229318421	2.1741E-07
ADHFE1	-2.0556697806920816	2.4712E-06
CXCL17	-1.9691435801047763	6.3508E-05
METTL7A	-1.682291709459382	5.4323E-09
PHYHD1	-1.5937575324384945	0.00052046
ALDH6A1	-1.244175056677904	7.8842E-10
PRKACB	-1.1785614959418127	3.8001E-05
C22orf23	-1.1365010075072224	9.6043E-05
ARHGEF37	-1.083772121328195	8.0822E-08
KIAA0427	-1.0450747509875267	5.8936E-05
UBL3	-0.9616086732307155	0.00014263
ARHGAP24	-0.9150673472081413	0.00071839
ACADSB	-0.8882593846584627	0.00056239
MOSC2	-0.8476537723406051	0.00040096
ACAT1	-0.8166536171786012	0.000137794
FAM63A	-0.7298376234760383	0.00020329
ALAD	-0.7169093337749816	5.9061E-05
PDCD4	-0.6715889201375682	0.00089713
MLYCD	-0.5310178317802454	0.00037514
